overall,age,height_cm,weight_kg,club_position,pace,shooting,passing,dribbling,defending,physic,defending1,attacking1,skills1,mentality1,movement1,power
67,24,183,80,1,69.0,50.0,63.0,64.0,63.0,75.0,62.666666666666664,53.6,48.333333333333336,56.833333333333336,67.2,72.0
67,28,176,72,0,84.0,64.0,55.0,69.0,31.0,69.0,28.666666666666668,57.0,48.166666666666664,55.833333333333336,76.6,69.2
67,27,179,79,1,73.0,44.0,60.0,61.0,63.0,72.0,64.0,53.8,47.333333333333336,54.333333333333336,67.2,64.6
67,26,183,73,1,69.0,56.0,54.0,61.0,66.0,76.0,66.33333333333333,53.4,45.333333333333336,57.833333333333336,67.6,70.0
67,32,178,75,0,76.0,59.0,63.0,68.0,35.0,59.0,36.0,55.6,52.5,46.0,69.8,59.0
67,29,185,78,1,64.0,45.0,55.0,57.0,65.0,77.0,64.33333333333333,51.4,43.833333333333336,54.333333333333336,60.6,66.8
67,26,178,71,3,75.0,67.0,55.0,66.0,38.0,72.0,34.666666666666664,61.2,50.166666666666664,55.333333333333336,72.6,74.0
67,33,178,78,3,52.0,70.0,59.0,66.0,36.0,59.0,29.666666666666668,63.0,51.5,54.666666666666664,61.0,65.0
67,27,180,74,0,63.0,64.0,63.0,66.0,64.0,75.0,63.0,58.2,51.166666666666664,63.833333333333336,69.8,70.2
67,25,184,81,3,71.0,66.0,52.0,66.0,32.0,73.0,26.0,56.0,44.666666666666664,56.5,68.0,71.4
67,31,185,74,1,49.0,36.0,56.0,58.0,68.0,74.0,68.33333333333333,48.2,38.166666666666664,55.666666666666664,53.2,61.4
67,29,194,93,2,69.0,54.0,58.0,64.0,56.0,66.0,13.0,17.4,15.666666666666666,28.0,45.4,43.0
67,32,174,74,1,73.0,44.0,61.0,61.0,63.0,69.0,64.33333333333333,52.6,47.333333333333336,59.166666666666664,71.0,61.6
67,30,186,82,0,70.0,65.0,65.0,68.0,63.0,75.0,62.666666666666664,64.0,52.333333333333336,64.16666666666667,69.2,71.6
67,26,174,74,0,75.0,59.0,61.0,65.0,64.0,78.0,64.33333333333333,59.4,50.5,63.166666666666664,75.2,73.8
67,25,186,80,1,72.0,52.0,60.0,63.0,63.0,75.0,63.0,54.8,51.0,59.166666666666664,68.0,68.0
67,31,182,80,1,60.0,30.0,47.0,48.0,69.0,67.0,72.0,43.0,41.0,45.833333333333336,58.0,56.6
67,30,188,85,1,41.0,32.0,47.0,47.0,66.0,79.0,64.0,43.0,35.5,53.166666666666664,44.4,61.2
67,32,194,95,3,49.0,69.0,45.0,53.0,38.0,81.0,33.0,59.0,35.0,61.0,49.2,69.0
67,25,194,81,1,50.0,38.0,48.0,48.0,66.0,77.0,66.0,45.8,36.833333333333336,53.666666666666664,48.6,60.8
67,30,182,78,0,71.0,52.0,64.0,66.0,63.0,73.0,62.0,53.4,56.0,64.16666666666667,72.8,64.4
67,26,190,73,2,69.0,54.0,58.0,64.0,56.0,66.0,19.666666666666668,17.0,14.833333333333334,26.666666666666668,46.8,41.6
67,32,180,75,0,77.0,66.0,67.0,64.0,65.0,68.0,64.66666666666667,65.4,53.166666666666664,60.5,69.6,72.6
67,26,180,74,1,69.0,43.0,60.0,64.0,64.0,72.0,65.0,50.6,52.0,56.333333333333336,69.8,66.6
67,30,183,78,1,68.0,49.0,58.0,59.0,66.0,71.0,67.0,51.8,49.166666666666664,59.0,66.4,66.6
67,33,177,72,1,64.0,48.0,58.0,59.0,66.0,68.0,67.33333333333333,50.8,41.0,51.666666666666664,64.8,68.0
67,28,175,73,1,76.0,48.0,64.0,66.0,61.0,66.0,61.333333333333336,56.2,51.333333333333336,50.0,70.4,66.0
67,29,177,75,0,74.0,49.0,65.0,70.0,46.0,63.0,45.666666666666664,56.0,52.5,53.333333333333336,72.4,62.0
67,27,176,72,3,91.0,64.0,56.0,68.0,29.0,71.0,25.333333333333332,58.0,44.5,56.166666666666664,82.6,73.6
67,25,187,84,1,70.0,44.0,48.0,52.0,66.0,78.0,65.0,49.2,37.5,51.0,63.8,68.2
67,25,183,73,0,65.0,57.0,67.0,64.0,61.0,68.0,61.0,57.0,54.0,60.833333333333336,67.8,67.6
67,25,180,70,0,84.0,63.0,59.0,67.0,28.0,52.0,27.666666666666668,55.2,49.0,47.5,77.4,62.0
67,30,190,84,1,59.0,36.0,47.0,51.0,68.0,68.0,68.66666666666667,46.8,35.833333333333336,52.333333333333336,61.2,54.8
67,28,188,84,3,47.0,67.0,56.0,65.0,33.0,72.0,30.0,64.0,46.166666666666664,56.5,51.4,70.4
67,27,181,70,3,77.0,60.0,61.0,72.0,20.0,64.0,15.666666666666666,58.0,49.333333333333336,51.5,73.0,62.8
67,27,175,65,1,67.0,52.0,63.0,62.0,63.0,61.0,64.0,55.4,53.333333333333336,61.5,69.8,65.0
67,24,193,80,1,81.0,55.0,59.0,65.0,59.0,70.0,59.666666666666664,56.4,49.833333333333336,56.833333333333336,71.0,61.0
67,33,185,80,3,64.0,67.0,57.0,63.0,31.0,73.0,28.666666666666668,63.8,48.833333333333336,53.5,64.2,74.4
67,28,182,80,3,74.0,64.0,53.0,66.0,31.0,67.0,22.666666666666668,61.8,46.0,51.166666666666664,68.4,67.8
67,27,190,80,2,69.0,54.0,58.0,64.0,56.0,66.0,14.666666666666666,19.2,19.0,34.166666666666664,46.6,42.6
67,31,176,77,1,75.0,40.0,51.0,66.0,69.0,62.0,69.66666666666667,52.4,41.833333333333336,43.333333333333336,72.0,54.0
67,28,182,73,0,52.0,65.0,70.0,68.0,61.0,58.0,63.0,62.8,57.833333333333336,60.666666666666664,60.6,64.8
67,24,172,70,0,72.0,64.0,62.0,71.0,24.0,57.0,20.333333333333332,59.6,54.333333333333336,58.333333333333336,73.6,62.0
67,26,183,75,1,63.0,50.0,53.0,57.0,66.0,73.0,65.66666666666667,52.6,48.166666666666664,59.833333333333336,61.6,66.2
67,26,183,73,0,71.0,62.0,65.0,67.0,51.0,64.0,50.333333333333336,61.0,54.333333333333336,62.333333333333336,68.6,65.4
67,28,167,62,0,80.0,68.0,61.0,67.0,27.0,48.0,20.333333333333332,63.2,51.5,54.333333333333336,77.8,58.0
67,26,175,71,0,84.0,62.0,64.0,69.0,60.0,70.0,59.0,57.4,56.0,61.0,78.4,72.2
67,29,182,71,1,78.0,53.0,64.0,68.0,61.0,63.0,60.666666666666664,56.0,54.166666666666664,57.333333333333336,73.4,65.0
67,28,182,81,1,66.0,26.0,44.0,47.0,67.0,74.0,66.66666666666667,40.2,31.833333333333332,46.833333333333336,68.8,58.6
67,24,192,86,0,63.0,56.0,61.0,62.0,61.0,75.0,60.333333333333336,51.0,50.166666666666664,58.666666666666664,61.6,70.0
67,25,184,82,0,69.0,42.0,60.0,64.0,65.0,71.0,64.66666666666667,53.8,48.833333333333336,53.166666666666664,63.6,65.0
67,25,173,69,0,81.0,62.0,63.0,69.0,51.0,71.0,54.666666666666664,59.2,53.166666666666664,60.0,76.2,63.8
67,26,170,64,0,73.0,62.0,62.0,72.0,45.0,59.0,48.333333333333336,51.6,56.333333333333336,57.5,74.4,64.0
67,29,179,70,0,75.0,60.0,61.0,66.0,62.0,69.0,60.333333333333336,56.6,49.833333333333336,58.666666666666664,71.2,68.6
67,28,176,73,1,76.0,63.0,66.0,71.0,59.0,60.0,59.333333333333336,59.8,57.0,60.333333333333336,76.8,69.0
67,24,173,65,3,91.0,59.0,58.0,68.0,45.0,61.0,44.333333333333336,55.4,50.166666666666664,53.166666666666664,81.0,63.4
67,27,184,79,1,60.0,54.0,65.0,65.0,66.0,71.0,65.33333333333333,57.4,48.333333333333336,61.833333333333336,64.8,67.4
67,33,185,79,1,52.0,52.0,54.0,49.0,66.0,75.0,66.33333333333333,51.2,44.833333333333336,61.833333333333336,54.4,66.4
67,25,179,69,0,72.0,56.0,62.0,66.0,62.0,76.0,62.666666666666664,56.4,52.333333333333336,62.0,71.4,68.2
67,26,186,87,1,50.0,44.0,61.0,61.0,65.0,76.0,64.0,52.4,43.5,56.166666666666664,54.6,66.8
67,25,179,77,0,66.0,53.0,59.0,66.0,63.0,72.0,64.66666666666667,52.8,47.333333333333336,58.5,69.2,68.8
67,31,181,78,1,71.0,38.0,51.0,58.0,66.0,75.0,64.33333333333333,46.8,41.333333333333336,53.166666666666664,62.6,62.8
67,31,178,73,3,72.0,65.0,65.0,68.0,30.0,59.0,28.0,61.4,52.833333333333336,55.5,71.0,61.0
67,25,180,73,1,72.0,54.0,63.0,64.0,64.0,69.0,65.0,57.6,50.5,60.666666666666664,68.4,63.2
67,28,173,60,0,69.0,64.0,67.0,68.0,37.0,64.0,33.0,61.4,53.333333333333336,62.166666666666664,73.6,64.4
67,25,175,64,3,91.0,63.0,54.0,71.0,35.0,53.0,34.333333333333336,56.0,48.5,51.166666666666664,84.6,63.4
67,26,171,65,0,71.0,60.0,67.0,71.0,35.0,64.0,36.333333333333336,55.8,57.333333333333336,54.333333333333336,70.4,66.0
67,23,183,70,0,76.0,64.0,66.0,69.0,36.0,55.0,31.333333333333332,63.0,57.0,54.166666666666664,70.8,61.6
67,29,180,77,1,59.0,46.0,45.0,53.0,67.0,68.0,67.33333333333333,48.2,37.5,51.666666666666664,57.6,64.0
67,24,178,74,0,70.0,55.0,62.0,67.0,62.0,71.0,60.333333333333336,56.4,47.833333333333336,63.666666666666664,68.4,65.4
67,25,178,78,0,80.0,55.0,60.0,68.0,63.0,85.0,63.333333333333336,55.6,47.166666666666664,65.66666666666667,75.4,73.2
67,26,172,63,0,59.0,65.0,67.0,69.0,62.0,65.0,62.666666666666664,61.2,55.166666666666664,65.33333333333333,69.2,68.0
67,25,193,77,0,65.0,66.0,67.0,66.0,49.0,70.0,44.0,64.2,55.0,64.5,60.6,69.8
67,26,185,70,3,82.0,63.0,61.0,69.0,42.0,66.0,40.333333333333336,59.4,52.5,58.666666666666664,72.4,65.6
67,25,180,69,0,67.0,66.0,70.0,69.0,59.0,67.0,60.333333333333336,63.8,59.333333333333336,60.5,68.2,70.8
67,24,175,71,0,76.0,63.0,65.0,70.0,57.0,64.0,57.666666666666664,58.8,52.833333333333336,61.166666666666664,74.8,66.2
67,25,194,80,2,69.0,54.0,58.0,64.0,56.0,66.0,12.666666666666666,17.6,18.166666666666668,25.5,52.6,46.4
67,28,175,72,1,69.0,47.0,63.0,62.0,62.0,67.0,61.333333333333336,49.4,53.166666666666664,60.333333333333336,67.0,62.8
67,30,172,70,1,72.0,59.0,65.0,66.0,62.0,65.0,64.0,57.4,52.0,61.333333333333336,69.4,64.0
67,22,173,65,0,65.0,59.0,66.0,76.0,22.0,34.0,17.666666666666668,60.4,56.333333333333336,46.333333333333336,72.2,43.8
67,27,185,71,1,68.0,36.0,55.0,57.0,67.0,70.0,67.0,52.4,39.0,50.166666666666664,61.8,55.8
67,24,176,67,0,65.0,60.0,69.0,69.0,56.0,55.0,57.0,58.0,58.666666666666664,61.333333333333336,66.8,59.2
67,27,191,88,2,69.0,54.0,58.0,64.0,56.0,66.0,15.0,17.2,17.0,31.833333333333332,44.8,48.4
67,27,180,75,0,65.0,65.0,64.0,63.0,65.0,73.0,63.666666666666664,60.8,49.333333333333336,66.16666666666667,66.4,72.0
67,25,183,67,0,61.0,60.0,64.0,68.0,64.0,68.0,63.333333333333336,59.6,53.0,59.666666666666664,66.0,65.0
67,24,186,75,1,66.0,30.0,45.0,56.0,66.0,76.0,67.33333333333333,42.4,41.333333333333336,42.333333333333336,62.8,66.4
67,26,176,68,0,74.0,59.0,64.0,68.0,55.0,58.0,52.333333333333336,52.8,54.5,61.666666666666664,72.4,65.2
67,31,172,66,0,72.0,55.0,66.0,64.0,68.0,65.0,68.66666666666667,58.4,51.333333333333336,62.333333333333336,70.4,65.0
67,37,184,81,2,69.0,54.0,58.0,64.0,56.0,66.0,16.333333333333332,19.0,17.333333333333332,28.5,50.2,46.6
67,25,171,65,1,78.0,56.0,63.0,70.0,61.0,57.0,64.66666666666667,55.2,53.0,58.333333333333336,77.2,57.0
67,26,180,85,0,80.0,62.0,62.0,69.0,47.0,72.0,46.0,61.2,51.666666666666664,60.166666666666664,74.4,69.6
67,25,176,72,0,82.0,69.0,59.0,69.0,36.0,59.0,31.666666666666668,59.4,56.666666666666664,54.5,73.8,68.0
67,24,183,79,3,76.0,64.0,53.0,70.0,28.0,63.0,23.0,60.8,44.5,54.5,70.2,64.4
67,28,174,68,0,38.0,41.0,64.0,64.0,65.0,64.0,65.33333333333333,51.8,50.5,60.833333333333336,56.8,58.2
67,31,176,72,3,74.0,66.0,58.0,67.0,26.0,64.0,20.666666666666668,60.2,47.833333333333336,57.5,75.0,67.4
67,25,183,71,1,72.0,47.0,56.0,62.0,63.0,71.0,63.666666666666664,55.0,44.833333333333336,52.0,67.0,70.6
67,29,185,77,2,69.0,54.0,58.0,64.0,56.0,66.0,12.333333333333334,18.4,17.0,23.0,40.0,38.2
67,26,181,70,0,76.0,53.0,65.0,68.0,62.0,68.0,62.666666666666664,56.0,51.833333333333336,59.666666666666664,72.8,66.0
67,25,176,74,1,75.0,38.0,60.0,67.0,63.0,64.0,63.0,48.4,52.0,53.833333333333336,71.2,63.2
67,25,182,80,1,77.0,60.0,61.0,66.0,58.0,73.0,60.0,59.2,48.5,57.166666666666664,71.0,66.4
67,29,183,90,0,73.0,69.0,62.0,67.0,29.0,69.0,23.333333333333332,62.4,53.0,59.5,68.6,64.4
67,26,189,86,3,74.0,65.0,61.0,66.0,37.0,75.0,33.333333333333336,64.2,48.666666666666664,60.333333333333336,69.2,69.8
67,26,174,71,0,57.0,43.0,57.0,65.0,66.0,70.0,67.66666666666667,47.8,44.0,59.666666666666664,67.2,64.6
67,31,181,77,1,57.0,37.0,38.0,43.0,65.0,78.0,65.66666666666667,44.6,28.166666666666668,51.166666666666664,54.8,60.0
67,28,188,79,1,56.0,32.0,57.0,60.0,66.0,73.0,66.0,49.0,45.5,55.833333333333336,55.2,59.8
67,26,187,79,1,74.0,46.0,51.0,65.0,65.0,70.0,63.666666666666664,51.0,46.666666666666664,54.666666666666664,67.2,62.2
67,23,189,83,0,68.0,54.0,66.0,67.0,56.0,73.0,58.0,55.2,50.833333333333336,61.0,62.4,62.0
67,29,192,81,2,69.0,54.0,58.0,64.0,56.0,66.0,13.0,14.0,14.0,37.166666666666664,40.4,45.2
67,25,185,76,1,59.0,21.0,46.0,46.0,70.0,72.0,70.33333333333333,43.8,32.666666666666664,50.333333333333336,55.2,50.2
67,29,189,81,1,58.0,46.0,58.0,55.0,70.0,69.0,71.33333333333333,55.2,45.333333333333336,53.5,57.2,62.0
67,27,186,78,3,37.0,67.0,51.0,60.0,29.0,65.0,23.666666666666668,62.6,39.333333333333336,55.833333333333336,48.0,60.4
67,24,186,66,1,44.0,40.0,55.0,62.0,66.0,70.0,66.0,45.8,44.0,54.0,55.2,59.8
67,24,183,71,3,86.0,64.0,57.0,70.0,38.0,67.0,35.333333333333336,59.4,48.666666666666664,55.166666666666664,75.2,67.0
67,25,193,85,2,69.0,54.0,58.0,64.0,56.0,66.0,15.0,18.8,16.333333333333332,25.0,46.2,44.8
67,35,180,83,1,58.0,26.0,40.0,49.0,66.0,73.0,68.0,38.6,31.333333333333332,50.833333333333336,58.0,54.4
67,23,172,64,0,80.0,55.0,63.0,72.0,37.0,56.0,36.666666666666664,54.6,55.666666666666664,55.166666666666664,76.0,61.2
67,26,174,70,3,78.0,60.0,61.0,68.0,43.0,57.0,41.0,54.8,45.333333333333336,53.5,76.0,57.6
67,23,190,87,3,76.0,66.0,51.0,65.0,28.0,69.0,24.0,57.8,46.333333333333336,51.833333333333336,66.2,66.2
67,29,174,75,0,71.0,58.0,64.0,69.0,45.0,59.0,45.666666666666664,53.0,53.333333333333336,57.333333333333336,70.0,59.2
67,27,185,73,1,47.0,58.0,55.0,56.0,66.0,78.0,66.33333333333333,57.2,44.5,53.333333333333336,55.2,73.6
67,24,187,83,1,62.0,46.0,55.0,59.0,66.0,76.0,65.0,53.2,44.333333333333336,57.5,62.0,65.4
67,22,191,82,2,69.0,54.0,58.0,64.0,56.0,66.0,14.333333333333334,17.8,15.166666666666666,24.5,45.8,41.8
67,25,169,63,0,84.0,64.0,60.0,70.0,35.0,60.0,32.0,61.2,49.5,53.666666666666664,80.0,65.6
67,31,179,77,0,71.0,55.0,63.0,63.0,65.0,73.0,64.0,56.0,50.5,63.833333333333336,67.0,68.4
67,26,167,61,0,78.0,59.0,61.0,68.0,31.0,56.0,29.0,54.4,44.666666666666664,52.666666666666664,79.2,62.4
67,27,182,75,1,75.0,54.0,58.0,66.0,62.0,66.0,64.66666666666667,54.6,52.666666666666664,56.333333333333336,70.0,65.4
67,27,178,69,0,67.0,58.0,60.0,63.0,66.0,73.0,65.0,55.6,50.0,63.333333333333336,68.2,67.4
67,31,185,79,3,55.0,66.0,62.0,68.0,34.0,71.0,31.0,65.2,50.5,53.166666666666664,57.6,69.8
67,29,168,64,0,73.0,67.0,66.0,69.0,56.0,50.0,56.333333333333336,62.4,51.833333333333336,63.166666666666664,74.4,60.4
67,28,183,82,1,64.0,37.0,41.0,54.0,68.0,71.0,68.0,42.2,36.833333333333336,54.333333333333336,58.4,59.0
67,27,173,72,0,74.0,61.0,62.0,67.0,55.0,70.0,53.333333333333336,55.4,49.666666666666664,60.166666666666664,71.4,66.2
67,32,192,82,3,39.0,69.0,49.0,61.0,29.0,71.0,27.333333333333332,62.6,44.333333333333336,44.833333333333336,41.6,69.4
67,29,187,73,1,76.0,27.0,33.0,45.0,68.0,74.0,70.0,34.6,28.666666666666668,47.666666666666664,61.0,55.0
67,22,180,75,1,72.0,49.0,56.0,64.0,63.0,68.0,62.333333333333336,51.2,46.5,52.333333333333336,69.0,63.4
67,26,175,66,0,74.0,66.0,64.0,66.0,17.0,62.0,14.0,61.2,51.166666666666664,54.166666666666664,70.4,69.2
67,30,178,72,0,71.0,64.0,66.0,66.0,60.0,72.0,57.666666666666664,62.6,52.666666666666664,65.83333333333333,69.8,69.2
67,25,186,79,1,70.0,49.0,60.0,61.0,64.0,71.0,63.0,55.0,47.333333333333336,60.5,66.4,70.8
67,23,190,80,1,82.0,28.0,49.0,47.0,66.0,77.0,65.66666666666667,43.8,34.166666666666664,49.166666666666664,61.2,56.6
67,28,184,79,0,70.0,50.0,60.0,65.0,66.0,70.0,66.66666666666667,52.0,46.833333333333336,61.166666666666664,69.0,65.8
67,28,176,66,0,84.0,57.0,62.0,67.0,41.0,58.0,39.0,56.0,52.666666666666664,56.5,74.4,59.6
67,30,175,70,1,73.0,42.0,63.0,59.0,67.0,73.0,66.33333333333333,52.2,52.166666666666664,56.166666666666664,71.4,69.2
67,24,190,78,0,60.0,57.0,60.0,62.0,65.0,72.0,64.33333333333333,53.6,50.0,61.166666666666664,59.2,66.4
67,23,172,70,3,75.0,64.0,63.0,67.0,50.0,56.0,52.0,54.8,53.5,56.833333333333336,74.6,62.8
67,27,173,62,1,78.0,49.0,56.0,64.0,67.0,75.0,68.0,50.4,43.333333333333336,59.333333333333336,76.4,62.8
67,31,173,69,0,56.0,53.0,64.0,63.0,68.0,57.0,67.33333333333333,50.0,45.0,64.33333333333333,65.2,64.6
67,28,190,84,1,63.0,39.0,51.0,52.0,65.0,78.0,64.33333333333333,51.6,39.5,45.833333333333336,58.8,65.4
67,22,194,90,2,69.0,54.0,58.0,64.0,56.0,66.0,16.0,12.8,15.0,23.5,32.8,41.6
67,23,177,70,3,86.0,63.0,57.0,66.0,34.0,69.0,37.333333333333336,60.4,44.0,52.833333333333336,79.6,66.2
67,24,176,68,0,77.0,64.0,64.0,70.0,57.0,64.0,56.666666666666664,62.6,51.333333333333336,61.0,71.8,64.6
67,23,180,72,0,64.0,52.0,65.0,68.0,62.0,69.0,61.0,53.8,51.166666666666664,60.0,63.4,63.6
67,24,171,70,0,68.0,63.0,65.0,70.0,52.0,61.0,52.333333333333336,54.4,57.5,65.5,71.6,65.2
67,23,179,68,1,77.0,50.0,65.0,66.0,59.0,62.0,60.0,57.2,56.0,59.0,70.2,59.6
67,24,170,68,0,80.0,55.0,60.0,66.0,49.0,68.0,48.666666666666664,56.2,44.833333333333336,53.833333333333336,72.6,68.0
67,29,189,87,1,62.0,56.0,46.0,53.0,66.0,73.0,66.66666666666667,51.2,36.333333333333336,59.166666666666664,58.2,67.6
67,23,170,64,0,85.0,60.0,59.0,67.0,45.0,59.0,44.333333333333336,55.2,47.333333333333336,58.833333333333336,79.8,56.2
67,22,187,77,2,69.0,54.0,58.0,64.0,56.0,66.0,13.333333333333334,13.8,15.5,21.166666666666668,44.0,41.0
67,20,183,75,1,63.0,45.0,66.0,65.0,68.0,67.0,68.0,57.6,50.333333333333336,59.0,63.4,60.8
67,30,190,82,1,51.0,32.0,36.0,45.0,69.0,74.0,69.33333333333333,39.2,30.833333333333332,49.833333333333336,57.8,59.4
67,23,184,84,0,57.0,65.0,70.0,69.0,44.0,63.0,48.333333333333336,59.6,59.0,54.833333333333336,62.4,68.0
67,23,189,82,3,64.0,67.0,46.0,63.0,28.0,68.0,22.666666666666668,58.2,40.5,49.5,62.6,68.8
67,24,179,65,0,85.0,43.0,60.0,66.0,54.0,68.0,56.0,47.8,47.333333333333336,57.666666666666664,78.4,63.6
67,22,193,79,0,61.0,68.0,65.0,66.0,55.0,68.0,51.0,65.6,55.333333333333336,63.666666666666664,61.8,67.8
67,31,183,88,1,48.0,31.0,36.0,44.0,68.0,76.0,67.0,38.0,31.333333333333332,48.833333333333336,46.4,60.2
67,27,183,83,2,69.0,54.0,58.0,64.0,56.0,66.0,12.666666666666666,17.4,17.833333333333332,30.0,57.2,44.8
67,29,196,81,3,68.0,67.0,50.0,60.0,42.0,76.0,35.333333333333336,59.4,44.0,59.833333333333336,59.6,69.4
67,25,185,77,0,84.0,59.0,63.0,65.0,44.0,61.0,37.333333333333336,59.0,54.166666666666664,54.666666666666664,70.4,57.4
67,27,180,75,0,62.0,67.0,66.0,67.0,42.0,69.0,40.0,59.4,54.5,60.0,64.2,68.8
67,29,180,72,1,69.0,42.0,59.0,61.0,64.0,70.0,63.333333333333336,54.8,48.333333333333336,56.833333333333336,65.2,59.8
67,27,186,86,1,67.0,25.0,45.0,42.0,67.0,72.0,65.66666666666667,42.0,31.666666666666668,45.833333333333336,60.0,56.8
67,21,177,71,0,67.0,67.0,62.0,65.0,64.0,68.0,63.666666666666664,60.0,47.0,65.33333333333333,69.2,70.4
67,23,180,75,0,63.0,68.0,61.0,69.0,62.0,73.0,61.0,61.6,50.333333333333336,62.5,64.2,71.0
67,27,188,73,1,58.0,32.0,53.0,56.0,67.0,69.0,69.33333333333333,46.4,44.0,50.666666666666664,56.8,57.6
67,26,181,75,0,71.0,48.0,61.0,62.0,63.0,72.0,63.333333333333336,50.8,45.0,57.5,68.0,67.2
67,24,173,70,0,80.0,60.0,63.0,69.0,62.0,72.0,62.333333333333336,57.6,50.833333333333336,61.833333333333336,77.8,73.2
67,25,187,78,0,60.0,30.0,48.0,52.0,68.0,66.0,68.66666666666667,48.2,34.0,48.333333333333336,57.6,56.2
67,23,184,72,3,76.0,64.0,62.0,68.0,45.0,70.0,42.333333333333336,62.2,49.333333333333336,59.5,72.8,72.0
67,22,184,84,0,70.0,65.0,68.0,63.0,65.0,76.0,65.66666666666667,60.0,53.0,62.166666666666664,68.8,74.6
67,22,172,68,1,83.0,50.0,59.0,70.0,59.0,64.0,60.666666666666664,54.0,54.5,52.166666666666664,80.4,66.0
67,22,183,77,3,82.0,64.0,48.0,65.0,31.0,72.0,29.0,57.8,43.333333333333336,54.0,74.0,67.0
67,21,170,71,3,83.0,63.0,60.0,65.0,34.0,66.0,34.666666666666664,62.6,50.166666666666664,50.666666666666664,77.2,67.6
67,29,174,80,0,58.0,34.0,61.0,54.0,62.0,75.0,61.0,50.0,41.0,51.833333333333336,61.0,63.8
67,20,181,81,3,72.0,68.0,43.0,67.0,24.0,63.0,19.0,54.4,42.5,50.333333333333336,66.0,67.2
67,21,182,75,0,59.0,58.0,66.0,65.0,65.0,69.0,63.666666666666664,58.0,54.333333333333336,62.666666666666664,59.8,68.8
67,25,190,83,3,67.0,66.0,59.0,63.0,29.0,66.0,23.666666666666668,63.4,47.0,50.5,64.0,69.2
67,27,171,67,3,69.0,59.0,64.0,67.0,55.0,65.0,52.333333333333336,53.2,50.833333333333336,63.166666666666664,70.2,68.8
67,22,168,65,0,65.0,51.0,64.0,70.0,59.0,63.0,61.666666666666664,52.4,51.0,62.666666666666664,74.4,59.2
67,22,188,85,3,83.0,66.0,52.0,62.0,24.0,71.0,21.0,55.0,45.333333333333336,48.166666666666664,63.8,69.8
67,22,171,69,0,70.0,56.0,66.0,67.0,58.0,64.0,56.333333333333336,61.6,53.166666666666664,52.833333333333336,69.4,64.4
67,24,182,72,1,74.0,58.0,58.0,66.0,60.0,70.0,64.0,51.2,43.833333333333336,56.0,67.4,66.6
67,29,182,80,0,77.0,61.0,63.0,68.0,55.0,69.0,56.0,62.0,51.666666666666664,63.5,78.2,64.8
67,31,179,80,1,42.0,41.0,57.0,60.0,66.0,74.0,66.66666666666667,50.8,44.666666666666664,55.833333333333336,53.6,63.2
67,25,181,77,1,50.0,40.0,47.0,51.0,67.0,70.0,68.0,46.0,37.333333333333336,49.166666666666664,59.2,60.0
67,21,170,66,0,73.0,58.0,68.0,69.0,56.0,65.0,58.666666666666664,56.2,55.5,61.5,75.0,66.4
67,23,182,76,0,62.0,42.0,58.0,58.0,63.0,78.0,62.333333333333336,48.4,43.5,56.166666666666664,60.4,68.6
67,22,178,70,0,54.0,46.0,62.0,65.0,66.0,63.0,66.66666666666667,49.4,48.0,60.166666666666664,60.8,61.8
67,23,179,73,1,85.0,43.0,57.0,65.0,61.0,66.0,61.333333333333336,49.6,46.0,62.5,75.4,56.4
67,21,188,80,1,47.0,30.0,48.0,55.0,68.0,67.0,67.33333333333333,39.4,38.5,50.166666666666664,51.2,57.8
67,29,184,74,1,53.0,43.0,51.0,56.0,66.0,78.0,66.33333333333333,45.4,37.0,56.833333333333336,60.8,66.2
67,20,187,84,2,69.0,54.0,58.0,64.0,56.0,66.0,11.333333333333334,11.4,10.0,24.0,50.2,35.2
67,27,187,73,1,58.0,43.0,63.0,64.0,66.0,72.0,65.0,51.4,46.666666666666664,55.833333333333336,61.0,66.2
67,23,194,88,2,69.0,54.0,58.0,64.0,56.0,66.0,16.0,15.4,14.166666666666666,29.833333333333332,33.8,31.6
67,35,187,82,3,73.0,67.0,59.0,63.0,53.0,80.0,52.0,62.2,46.833333333333336,66.5,70.2,76.6
67,31,191,84,0,38.0,50.0,55.0,54.0,67.0,86.0,66.33333333333333,50.0,43.0,66.66666666666667,45.6,71.6
67,29,186,79,1,63.0,45.0,51.0,50.0,67.0,75.0,66.66666666666667,50.0,34.5,56.333333333333336,57.4,63.4
67,28,180,70,0,61.0,58.0,69.0,70.0,55.0,65.0,52.333333333333336,58.0,56.5,64.0,64.6,62.2
67,23,180,76,0,71.0,60.0,63.0,70.0,54.0,61.0,52.333333333333336,57.0,54.166666666666664,56.166666666666664,70.6,60.4
67,23,190,80,2,69.0,54.0,58.0,64.0,56.0,66.0,13.0,12.4,13.5,23.333333333333332,35.2,37.2
67,25,176,70,0,84.0,60.0,58.0,70.0,36.0,55.0,37.0,56.2,48.666666666666664,45.166666666666664,80.4,61.8
67,21,184,76,1,65.0,56.0,64.0,64.0,67.0,71.0,68.0,57.8,53.166666666666664,62.833333333333336,66.2,67.0
67,23,180,72,1,81.0,47.0,60.0,61.0,61.0,68.0,61.333333333333336,52.8,46.166666666666664,55.833333333333336,72.6,58.2
67,22,181,70,0,63.0,53.0,59.0,67.0,60.0,65.0,59.666666666666664,49.0,48.833333333333336,57.833333333333336,65.4,61.8
